major_id,major_name,college_name,college_id
20210420,古典文献学,文学院,41
20210421,汉语言文学,文学院,41
20210430,汉语言文学（强基计划）,文学院,41
20213058,汉语言文学（求是科学班）,文学院,41
20210461,历史学,历史学院,42
20210466,历史学（强基计划）,历史学院,42
20210411,哲学,哲学学院,43
20210412,哲学（强基计划）,哲学学院,43
20210511,英语,外国语学院,38
20210512,英语（留学生）,外国语学院,38
20210515,翻译,外国语学院,38
20210522,国际组织与国际发展,外国语学院,38
20210531,德语,外国语学院,38
20210532,日语,外国语学院,38
20210533,法语,外国语学院,38
20210534,俄语,外国语学院,38
20210561,西班牙语,外国语学院,38
20210431,新闻学,传媒与国际文化学院,25
20212503,传播学,传媒与国际文化学院,25
20210440,艺术与科技,艺术与考古学院,56
20210446,书法学,艺术与考古学院,56
20210469,文物与博物馆学,艺术与考古学院,56
20215602,文物与博物馆学（第二学士学位）,艺术与考古学院,56
20210112,经济学,经济学院,01
20210114,经济学（拔尖班）,经济学院,01
20210121,金融学,经济学院,01
20210122,金融学（试验班）,经济学院,01
20210124,金融学（留学生）,经济学院,01
20210131,财政学,经济学院,01
20210141,国际经济与贸易,经济学院,01
20210143,国际经济与贸易（留学生）,经济学院,01
20210211,法学,光华法学院,A0
20210213,法学（第二学士学位）,光华法学院,A0
20210311,教育学,教育学院,03
20210321,体育教育,教育学院,03
20210323,运动训练,教育学院,03
20212031,工商管理,管理学院,20
20212033,会计学,管理学院,20
20212041,信息管理与信息系统,管理学院,20
20213093,会计学（竺可桢学院智能财务班）,管理学院,20
20210221,政治学与行政学,公共管理学院,24
20210465,信息资源管理,公共管理学院,24
20210471,社会学,公共管理学院,24
20212011,农林经济管理,公共管理学院,24
20212401,行政管理,公共管理学院,24
20212402,行政管理(体育),公共管理学院,24
20212404,劳动与社会保障,公共管理学院,24
20212405,土地资源管理,公共管理学院,24
20213006,社会科学试验班（公共管理英才班）,公共管理学院,24
20212402,行政管理(体育),公共体育与艺术部,48
20210611,数学与应用数学,数学科学学院,82
20210612,信息与计算科学,数学科学学院,82
20210613,统计学,数学科学学院,82
20213073,数学与应用数学（求是科学班）,数学科学学院,82
20218201,数学与应用数学（强基计划）,数学科学学院,82
20210621,物理学,物理学院,32
20213074,物理学（求是科学班）,物理学院,32
20217601,物理学（强基计划）,物理学院,32
20210631,化学,化学系,77
20213075,化学（求是科学班）,化学系,77
20217701,化学（强基计划）,化学系,77
20210641,地质学,地球科学学院,83
20210643,大气科学,地球科学学院,83
20210648,地理信息科学,地球科学学院,83
20213057,地质学（求是科学班）,地球科学学院,83
20218301,地理信息科学（第二学士学位）,地球科学学院,83
20210651,心理学,心理与行为科学系,79
20213055,心理学（求是科学班）,心理与行为科学系,79
20210817,机械工程,机械工程学院,58
20215801,机械工程（卓越人才培养班）,机械工程学院,58
20210921,材料科学与工程,材料科学与工程学院,80
20218001,材料科学与工程（卓越人才培养班）,材料科学与工程学院,80
20210823,能源与环境系统工程,能源工程学院,59
20210911,过程装备与控制工程,能源工程学院,59
20213091,能源与环境系统工程（智慧能源班）,能源工程学院,59
20215901,车辆工程,能源工程学院,59
20215902,能源与环境系统工程（卓越人才培养班）,能源工程学院,59
20215903,过程装备与控制工程（卓越人才培养班）,能源工程学院,59
20211011,电气工程及其自动化,电气工程学院,10
20211015,电气工程及其自动化（卓越人才培养班）,电气工程学院,10
20211021,自动化（电气学院）,电气工程学院,10
20211031,电子信息工程（电气学院）,电气工程学院,10
20211035,电子信息工程（卓越人才培养班）,电气工程学院,10
20211221,建筑学,建筑工程学院,12
20211232,城乡规划,建筑工程学院,12
20211252,土木、水利与交通工程,建筑工程学院,12
20211253,土木、水利与交通工程（卓越人才培养班）,建筑工程学院,12
20210912,化学工程与工艺,化学工程与生物工程学院,81
20210914,生物工程,化学工程与生物工程学院,81
20218102,化学工程与工艺（卓越人才培养班）,化学工程与生物工程学院,81
20216911,海洋工程与技术,海洋学院,74
20216913,海洋科学,海洋学院,74
20217401,海洋贸易与港航物流,海洋学院,74
20210831,工程力学,航空航天学院,26
20212601,飞行器设计与工程,航空航天学院,26
20212602,飞行器设计与工程（卓越人才培养班）,航空航天学院,26
20212603,工程力学（卓越人才培养班）,航空航天学院,26
20212604,工程力学（强基计划）,航空航天学院,26
20212605,工程力学（拔尖班）,航空航天学院,26
20210932,高分子材料与工程,高分子科学与工程学系,65
20216501,高分子材料与工程（卓越人才培养班）,高分子科学与工程学系,65
20216601,光电信息科学与工程,光电科学与工程学院,84
20218401,光电信息科学与工程（第二学士学位）,光电科学与工程学院,84
20211100,信息工程,信息与电子工程学院,85
20211133,电子科学与技术,信息与电子工程学院,85
20218511,微电子科学与工程,信息与电子工程学院,85
20213092,机器人工程（竺可桢学院）,控制科学与工程学院,86
20218601,自动化（控制）,控制科学与工程学院,86
20218602,机器人工程,控制科学与工程学院,86
20212111,工业设计,计算机科学与技术学院,21
20212112,计算机科学与技术,计算机科学与技术学院,21
20212115,计算机科学与技术（中加班）留学生,计算机科学与技术学院,21
20212116,信息安全,计算机科学与技术学院,21
20212117,人工智能,计算机科学与技术学院,21
20212133,AI + X,计算机科学与技术学院,21
20212211,软件工程,计算机科学与技术学院,21
20213007,工科试验班（竺可桢学院图灵班）,计算机科学与技术学院,21
20213040,计算机科学与技术（图灵班）,计算机科学与技术学院,21
20213041,信息安全（图灵班）,计算机科学与技术学院,21
20213042,人工智能（图灵班）,计算机科学与技术学院,21
20211511,生物医学工程,生物医学工程与仪器科学学院,15
20211512,生物医学工程（第二学士学位）,生物医学工程与仪器科学学院,15
20210713,生物科学,生命科学学院,07
20210715,生物科学（强基计划）,生命科学学院,07
20210724,生态学,生命科学学院,07
20210726,生态学（强基计划）,生命科学学院,07
20210727,生态学（第二学士学位）,生命科学学院,07
20213076,生物科学（求是科学班）,生命科学学院,07
20211321,食品科学与工程,生物系统工程与食品科学学院,13
20211323,农业工程,生物系统工程与食品科学学院,13
20211324,农业工程（第二学士学位）,生物系统工程与食品科学学院,13
20211329,食品科学与工程（第二学士学位）,生物系统工程与食品科学学院,13
20211411,环境科学,环境与资源学院,14
20211421,环境工程,环境与资源学院,14
20211432,农业资源与环境,环境与资源学院,14
20211611,农学,农业与生物技术学院,16
20211622,园林,农业与生物技术学院,16
20211623,园艺,农业与生物技术学院,16
20211631,植物保护,农业与生物技术学院,16
20211641,茶学,农业与生物技术学院,16
20213005,应用生物科学（农学试验班）,农业与生物技术学院,16
20211721,动物科学,动物科学学院,17
20211732,动物医学（五年制）,动物科学学院,17
20211805,临床医学,医学院,18
20211808,临床医学（5+3）,医学院,18
20211810,临床医学（儿科方向）（5+3）,医学院,18
20211841,口腔医学,医学院,18
20211842,口腔医学（5+3）,医学院,18
20211853,临床医学（留学生）,医学院,18
20211856,生物医学（八年制特选）,医学院,18
20211857,基础医学（强基计划）,医学院,18
20211861,预防医学,医学院,18
20213004,医学实验班（临床医学八年制）,医学院,18
20213056,基础医学（求是科学班）,医学院,18
20211901,药学,药学院,19
20212311,汉语言（留学生）,国际教育学院,23
20210412,哲学（强基计划）,竺可桢学院,30
20210430,汉语言文学（强基计划）,竺可桢学院,30
20210466,历史学（强基计划）,竺可桢学院,30
20210715,生物科学（强基计划）,竺可桢学院,30
20210726,生态学（强基计划）,竺可桢学院,30
20211857,基础医学（强基计划）,竺可桢学院,30
20212604,工程力学（强基计划）,竺可桢学院,30
20213002,混合班,竺可桢学院,30
20213003,人文社科实验班,竺可桢学院,30
20213004,医学实验班（临床医学八年制）,竺可桢学院,30
20213005,应用生物科学（农学试验班）,竺可桢学院,30
20213006,社会科学试验班（公共管理英才班）,竺可桢学院,30
20213007,工科试验班（竺可桢学院图灵班）,竺可桢学院,30
20213008,社会科学试验班（竺可桢学院人文社科实验班、智能财务班）,竺可桢学院,30
20213025,工高班,竺可桢学院,30
20213026,创新与创业管理强化班,竺可桢学院,30
20213028,公共管理强化班,竺可桢学院,30
20213040,计算机科学与技术（图灵班）,竺可桢学院,30
20213041,信息安全（图灵班）,竺可桢学院,30
20213042,人工智能（图灵班）,竺可桢学院,30
20213055,心理学（求是科学班）,竺可桢学院,30
20213056,基础医学（求是科学班）,竺可桢学院,30
20213057,地质学（求是科学班）,竺可桢学院,30
20213058,汉语言文学（求是科学班）,竺可桢学院,30
20213073,数学与应用数学（求是科学班）,竺可桢学院,30
20213074,物理学（求是科学班）,竺可桢学院,30
20213075,化学（求是科学班）,竺可桢学院,30
20213076,生物科学（求是科学班）,竺可桢学院,30
20213091,能源与环境系统工程（智慧能源班）,竺可桢学院,30
20213092,机器人工程（竺可桢学院）,竺可桢学院,30
20213093,会计学（竺可桢学院智能财务班）,竺可桢学院,30
20217601,物理学（强基计划）,竺可桢学院,30
20217701,化学（强基计划）,竺可桢学院,30
20218201,数学与应用数学（强基计划）,竺可桢学院,30
20210401,人文科学试验班,求是学院,90
20210601,理科试验班类,求是学院,90
20210705,理科试验班类（生命、环境、化学与地学）,求是学院,90
20210904,工科试验班（材料、化工与高分子）,求是学院,90
20211102,工科试验班,求是学院,90
20211103,工科试验班（信息）,求是学院,90
20211301,应用生物科学类（生工食品）,求是学院,90
20211602,应用生物科学类（农学）,求是学院,90
20211802,医学试验班类,求是学院,90
20211807,医学试验班类（“5+3”一体化培养）,求是学院,90
20211904,药学类,求是学院,90
20212002,社会科学试验班,求是学院,90
20216901,工科试验班（海洋）,求是学院,90
