major_id,major_name,college_name,college_id
20230420,古典文献学,文学院,41
20230421,汉语言文学,文学院,41
20230430,汉语言文学（强基计划）,文学院,41
20233058,汉语言文学（求是科学班）,文学院,41
20230461,历史学,历史学院,42
20230466,历史学（强基计划）,历史学院,42
20230467,历史学（拔尖班）,历史学院,42
20230411,哲学,哲学学院,43
20230412,哲学（强基计划）,哲学学院,43
20230413,哲学（拔尖班）,哲学学院,43
20230511,英语,外国语学院,38
20230515,翻译,外国语学院,38
20230522,国际组织与国际发展,外国语学院,38
20230531,德语,外国语学院,38
20230532,日语,外国语学院,38
20230533,法语,外国语学院,38
20230534,俄语,外国语学院,38
20230561,西班牙语,外国语学院,38
20230431,新闻学,传媒与国际文化学院,25
20232503,传播学,传媒与国际文化学院,25
20230440,艺术与科技,艺术与考古学院,56
20230442,美术学,艺术与考古学院,56
20230448,考古学,艺术与考古学院,56
20230469,文物与博物馆学,艺术与考古学院,56
20230112,经济学,经济学院,01
20230114,经济学（拔尖班）,经济学院,01
20230115,经济学（国际学生）,经济学院,01
20230121,金融学,经济学院,01
20230125,金融学（国际学生）,经济学院,01
20230126,数字金融（金融学-数学与应用数学）,经济学院,01
20230131,财政学,经济学院,01
20230141,国际经济与贸易,经济学院,01
20230144,国际经济与贸易（国际学生）,经济学院,01
20230210,法学（数字法治卓越班）,光华法学院,A0
20230211,法学,光华法学院,A0
20232003,社会科学试验班（数字法治卓越班）,光华法学院,A0
20230311,教育学,教育学院,03
20230320,智能体育工程,教育学院,03
20230321,体育教育,教育学院,03
20230323,运动训练,教育学院,03
20230327,运动训练（个性化）,教育学院,03
20232004,社会科学试验班（智能财务荣誉项目班）,管理学院,20
20232030,会计学（智能财务班）,管理学院,20
20232031,工商管理,管理学院,20
20232033,会计学,管理学院,20
20232041,信息管理与信息系统,管理学院,20
20232043,商务大数据分析（信息管理与信息系统-统计学）,管理学院,20
20230221,政治学与行政学,公共管理学院,24
20230471,社会学,公共管理学院,24
20232011,农林经济管理,公共管理学院,24
20232401,行政管理,公共管理学院,24
20232402,行政管理(体育),公共管理学院,24
20232404,劳动与社会保障,公共管理学院,24
20232405,土地资源管理,公共管理学院,24
20232407,行政管理（数字公共治理班）,公共管理学院,24
20232402,行政管理(体育),公共体育与艺术部,48
20235501,马克思主义理论,马克思主义学院,55
20230126,数字金融（金融学-数学与应用数学）,数学科学学院,82
20230611,数学与应用数学,数学科学学院,82
20230612,信息与计算科学,数学科学学院,82
20230613,统计学,数学科学学院,82
20232043,商务大数据分析（信息管理与信息系统-统计学）,数学科学学院,82
20233073,数学与应用数学（求是科学班）,数学科学学院,82
20238201,数学与应用数学（强基计划）,数学科学学院,82
20230621,物理学,物理学院,32
20233074,物理学（求是科学班）,物理学院,32
20237601,物理学（强基计划）,物理学院,32
20230631,化学,化学系,77
20233075,化学（求是科学班）,化学系,77
20237701,化学（强基计划）,化学系,77
20230641,地质学,地球科学学院,83
20230643,大气科学,地球科学学院,83
20230648,地理信息科学,地球科学学院,83
20233057,地质学（求是科学班）,地球科学学院,83
20230651,心理学,心理与行为科学系,79
20233055,心理学（求是科学班）,心理与行为科学系,79
20230817,机械工程,机械工程学院,58
20230819,智能制造卓越培养项目,机械工程学院,58
20230921,材料科学与工程,材料科学与工程学院,80
