major_id,major_name,college_name,college_id
20250420,古典文献学,文学院,41
20250421,汉语言文学,文学院,41
20250430,汉语言文学（强基计划）,文学院,41
20250434,汉语言文学（国际学生）,文学院,41
20253058,汉语言文学（求是科学班）,文学院,41
20250461,历史学,历史学院,42
20250466,历史学（强基计划）,历史学院,42
20250467,历史学（拔尖班）,历史学院,42
20250411,哲学,哲学学院,43
20250412,哲学（强基计划）,哲学学院,43
20250413,哲学（拔尖班）,哲学学院,43
20250511,英语,外国语学院,38
20250515,翻译,外国语学院,38
20250516,涉外法治（英语-法学）,外国语学院,38
20250517,语言数据科学,外国语学院,38
20250522,国际组织与国际发展,外国语学院,38
20250531,德语,外国语学院,38
20250532,日语,外国语学院,38
20250533,法语,外国语学院,38
20250534,俄语,外国语学院,38
20250535,德语-光电信息科学与工程,外国语学院,38
20250536,法语-电子科学与技术,外国语学院,38
20250561,西班牙语,外国语学院,38
20250431,新闻学,传媒与国际文化学院,25
20252503,传播学,传媒与国际文化学院,25
20252504,传播学（国际学生）,传媒与国际文化学院,25
20252505,传播学（智能与国际传播创新班）,传媒与国际文化学院,25
20250440,艺术与科技,艺术与考古学院,56
20250442,美术学,艺术与考古学院,56
20250448,考古学,艺术与考古学院,56
20250469,文物与博物馆学,艺术与考古学院,56
20250112,经济学,经济学院,01
20250114,经济学（拔尖班）,经济学院,01
20250115,经济学（国际学生）,经济学院,01
20250121,金融学,经济学院,01
20250125,金融学（国际学生）,经济学院,01
20250126,数字金融（金融学-数学与应用数学）,经济学院,01
20250131,财政学,经济学院,01
20250141,国际经济与贸易,经济学院,01
20250144,国际经济与贸易（国际学生）,经济学院,01
20250210,法学（数字法治卓越班）,光华法学院,A0
20250211,法学,光华法学院,A0
20252003,社会科学试验班（数字法治卓越班）,光华法学院,A0
20250311,教育学,教育学院,03
20250320,智能体育工程,教育学院,03
20250321,体育教育,教育学院,03
20250323,运动训练,教育学院,03
20250327,运动训练（个性化）,教育学院,03
20250330,运动训练（体艺部）,教育学院,03
20252004,社会科学试验班（智能财务荣誉项目班）,管理学院,20
20252023,工商管理（国际学生）,管理学院,20
20252030,会计学（智能财务班）,管理学院,20
20252031,工商管理,管理学院,20
20252033,会计学,管理学院,20
20252041,信息管理与信息系统,管理学院,20
20252043,商务大数据分析（信息管理与信息系统-统计学）,管理学院,20
20252044,数智决策与管理,管理学院,20
20250221,政治学与行政学,公共管理学院,24
20250471,社会学,公共管理学院,24
20252005,社会科学试验班（数字公共治理荣誉项目班）,公共管理学院,24
20252011,农林经济管理,公共管理学院,24
20252401,行政管理,公共管理学院,24
