major_id,major_name,college_name,college_id
20260131,财政学,经济学院,01
20260141,国际经济与贸易,经济学院,01
20260144,国际经济与贸易（国际学生）,经济学院,01
20261114,具身智能,控制科学与工程学院,86
20268601,自动化（控制）,控制科学与工程学院,86
20268602,机器人工程,控制科学与工程学院,86
20260461,历史学,历史学院,42
20260823,能源与环境系统工程,能源工程学院,59
20260911,过程装备与控制工程,能源工程学院,59
20266212,储能科学与工程,能源工程学院,59
20266213,车辆工程（未来汽车创新班）,能源工程学院,59
20261611,农学,农业与生物技术学院,16
20261622,园林,农业与生物技术学院,16
20261623,园艺,农业与生物技术学院,16
20261631,植物保护,农业与生物技术学院,16
20261641,茶学,农业与生物技术学院,16
20262117,人工智能,人工智能学院,A1
20262135,智能工程与创意设计,人工智能学院,A1
20260713,生物科学,生命科学学院,07
20260724,生态学,生命科学学院,07
20261321,食品科学与工程,生物系统工程与食品科学学院,13
20261323,农业工程,生物系统工程与食品科学学院,13
20261325,食品科学与工程（国际学生）,生物系统工程与食品科学学院,13
20261330,农业工程（农业智能机器人创新班）,生物系统工程与食品科学学院,13
20261511,生物医学工程,生物医学工程与仪器科学学院,15
20261525,生物医学工程（脑机智能创新班）,生物医学工程与仪器科学学院,15
20260611,数学与应用数学,数学科学学院,82
20260612,信息与计算科学,数学科学学院,82
20260613,统计学,数学科学学院,82
20260511,英语,外国语学院,38
20260515,翻译,外国语学院,38
20260516,涉外法治（英语-法学）,外国语学院,38
20260531,德语,外国语学院,38
20260532,日语,外国语学院,38
20260533,法语,外国语学院,38
20260534,俄语,外国语学院,38
20260535,德语-光电信息科学与工程,外国语学院,38
20260536,法语-电子科学与技术,外国语学院,38
20260561,西班牙语,外国语学院,38
20260420,古典文献学,文学院,41
20260421,汉语言文学,文学院,41
20260434,汉语言文学（国际学生）,文学院,41
20260621,物理学,物理学院,32
20260623,物理学（王淦昌班）,物理学院,32
20260651,心理学,心理与行为科学系,79
20260660,心理学（脑机智能创新班）,心理与行为科学系,79
20261100,信息工程,信息与电子工程学院,85
20261108,信息工程（香农班）,信息与电子工程学院,85
20261130,电子科学与技术（香农班）,信息与电子工程学院,85
20261133,电子科学与技术,信息与电子工程学院,85
20268511,微电子科学与工程,信息与电子工程学院,85
20261901,药学,药学院,19
20261805,临床医学,医学院,18
20261808,临床医学（5+3）,医学院,18
20261810,临床医学（儿科方向）（5+3）,医学院,18
20261841,口腔医学,医学院,18
20261842,口腔医学（5+3）,医学院,18
20261859,基础医学（智慧创新班）,医学院,18
20261861,预防医学,医学院,18
20261864,预防医学（未来健康创新班）,医学院,18
20260440,艺术与科技,艺术与考古学院,56
20260442,美术学,艺术与考古学院,56
20260448,考古学,艺术与考古学院,56
20260469,文物与博物馆学,艺术与考古学院,56
20260411,哲学,哲学学院,43
20260412,哲学（强基计划）,竺可桢学院,30
20260430,汉语言文学（强基计划）,竺可桢学院,30
20260466,历史学（强基计划）,竺可桢学院,30
20260715,生物科学（强基计划）,竺可桢学院,30
20260726,生态学（强基计划）,竺可桢学院,30
20260917,生物工程（强基计划）,竺可桢学院,30
20261620,生物育种科学（强基计划）,竺可桢学院,30
20261857,基础医学（强基计划）,竺可桢学院,30
20262604,工程力学（强基计划）,竺可桢学院,30
20263040,计算机科学与技术（图灵班）,竺可桢学院,30
20263055,心理学（求是科学班）,竺可桢学院,30
20263056,基础医学（求是科学班）,竺可桢学院,30
20263058,汉语言文学（求是科学班）,竺可桢学院,30
20263059,数字地球系统科学（求是科学班）,竺可桢学院,30
20263073,数学与应用数学（求是科学班）,竺可桢学院,30
20263074,物理学（求是科学班）,竺可桢学院,30
20263075,化学（求是科学班）,竺可桢学院,30
20263076,生物科学（求是科学班）,竺可桢学院,30
20265803,机械工程（卓越工程师班）,竺可桢学院,30
20265904,储能科学与工程（卓越工程师班）,竺可桢学院,30
20267601,物理学（强基计划）,竺可桢学院,30
20267602,物理学-量子科技方向（强基计划）,竺可桢学院,30
20267603,物理学-电子科学方向（强基计划）,竺可桢学院,30
20267701,化学（强基计划）,竺可桢学院,30
20268201,数学与应用数学（强基计划）,竺可桢学院,30
20268202,数学与应用数学-智能科学方向（强基计划）,竺可桢学院,30
20268604,自动化（卓越工程师班）,竺可桢学院,30
20263002,混合班,竺可桢学院,30
20263003,人文社科实验班,竺可桢学院,30
20263004,医学实验班（临床医学八年制）,竺可桢学院,30
20263010,新农科实验班（本博贯通）,竺可桢学院,30
20266202,基础交叉班,竺可桢学院,30
