major_id,major_name,college_name,college_id
20207701,化学（强基计划）,化学系,77
20200641,地质学,地球科学学院,83
20200643,大气科学,地球科学学院,83
20200648,地理信息科学,地球科学学院,83
20203057,地质学（求是科学班）,地球科学学院,83
20208301,地理信息科学（第二学士学位）,地球科学学院,83
20200651,心理学,心理与行为科学系,79
20203055,心理学（求是科学班）,心理与行为科学系,79
20200817,机械工程,机械工程学院,58
20205801,机械工程（卓越人才培养班）,机械工程学院,58
20200921,材料科学与工程,材料科学与工程学院,80
20208001,材料科学与工程（卓越人才培养班）,材料科学与工程学院,80
20200823,能源与环境系统工程,能源工程学院,59
20200911,过程装备与控制工程,能源工程学院,59
20203091,能源与环境系统工程（智慧能源班）,能源工程学院,59
20205901,车辆工程,能源工程学院,59
20205902,能源与环境系统工程（卓越人才培养班）,能源工程学院,59
20205903,过程装备与控制工程（卓越人才培养班）,能源工程学院,59
20201011,电气工程及其自动化,电气工程学院,10
20201015,电气工程及其自动化（卓越人才培养班）,电气工程学院,10
20201021,自动化（电气学院）,电气工程学院,10
20201031,电子信息工程（电气学院）,电气工程学院,10
20201035,电子信息工程（卓越人才培养班）,电气工程学院,10
20201221,建筑学,建筑工程学院,12
20201232,城乡规划,建筑工程学院,12
20201252,土木、水利与交通工程,建筑工程学院,12
20201253,土木、水利与交通工程（卓越人才培养班）,建筑工程学院,12
20200912,化学工程与工艺,化学工程与生物工程学院,81
20200914,生物工程,化学工程与生物工程学院,81
20208102,化学工程与工艺（卓越人才培养班）,化学工程与生物工程学院,81
20206911,海洋工程与技术,海洋学院,74
20206913,海洋科学,海洋学院,74
20207401,海洋贸易与港航物流,海洋学院,74
20200831,工程力学,航空航天学院,26
20202601,飞行器设计与工程,航空航天学院,26
20202602,飞行器设计与工程（卓越人才培养班）,航空航天学院,26
20202603,工程力学（卓越人才培养班）,航空航天学院,26
20202604,工程力学（强基计划）,航空航天学院,26
20200932,高分子材料与工程,高分子科学与工程学系,65
20206501,高分子材料与工程（卓越人才培养班）,高分子科学与工程学系,65
20206601,光电信息科学与工程,光电科学与工程学院,84
20208401,光电信息科学与工程（第二学士学位）,光电科学与工程学院,84
20201100,信息工程,信息与电子工程学院,85
20201133,电子科学与技术,信息与电子工程学院,85
20208511,微电子科学与工程,信息与电子工程学院,85
20203092,机器人工程（竺可桢学院）,控制科学与工程学院,86
20208601,自动化（控制）,控制科学与工程学院,86
20208602,机器人工程,控制科学与工程学院,86
20202111,工业设计,计算机科学与技术学院,21
20202112,计算机科学与技术,计算机科学与技术学院,21
20202115,计算机科学与技术（中加班）留学生,计算机科学与技术学院,21
20202116,信息安全,计算机科学与技术学院,21
20202117,人工智能,计算机科学与技术学院,21
20202132,产品设计,计算机科学与技术学院,21
20202133,AI + X,计算机科学与技术学院,21
20202211,软件工程,计算机科学与技术学院,21
20203007,工科试验班（竺可桢学院图灵班）,计算机科学与技术学院,21
20203040,计算机科学与技术（图灵班）,计算机科学与技术学院,21
20203041,信息安全（图灵班）,计算机科学与技术学院,21
20203042,人工智能（图灵班）,计算机科学与技术学院,21
20201511,生物医学工程,生物医学工程与仪器科学学院,15
20201512,生物医学工程（第二学士学位）,生物医学工程与仪器科学学院,15
20200713,生物科学,生命科学学院,07
20200715,生物科学（强基计划）,生命科学学院,07
20200724,生态学,生命科学学院,07
20200726,生态学（强基计划）,生命科学学院,07
20203076,生物科学（求是科学班）,生命科学学院,07
20201321,食品科学与工程,生物系统工程与食品科学学院,13
20201323,农业工程,生物系统工程与食品科学学院,13
20201324,农业工程（第二学士学位）,生物系统工程与食品科学学院,13
20201411,环境科学,环境与资源学院,14
20201421,环境工程,环境与资源学院,14
20201432,农业资源与环境,环境与资源学院,14
20201611,农学,农业与生物技术学院,16
20201622,园林,农业与生物技术学院,16
20201623,园艺,农业与生物技术学院,16
20201631,植物保护,农业与生物技术学院,16
20201641,茶学,农业与生物技术学院,16
20203005,应用生物科学（农学试验班）,农业与生物技术学院,16
20201721,动物科学,动物科学学院,17
20201732,动物医学（五年制）,动物科学学院,17
20201805,临床医学,医学院,18
20201808,临床医学（5+3）,医学院,18
20201810,临床医学（儿科方向）（5+3）,医学院,18
20201841,口腔医学,医学院,18
20201842,口腔医学（5+3）,医学院,18
20201853,临床医学（留学生）,医学院,18
20201856,生物医学（八年制特选）,医学院,18
20201857,基础医学（强基计划）,医学院,18
20201861,预防医学,医学院,18
20203056,基础医学（求是科学班）,医学院,18
20201901,药学,药学院,19
20202311,汉语言（留学生）,国际教育学院,23
20200412,哲学（强基计划）,竺可桢学院,30
20200430,汉语言文学（强基计划）,竺可桢学院,30
20200466,历史学（强基计划）,竺可桢学院,30
20200715,生物科学（强基计划）,竺可桢学院,30
20200726,生态学（强基计划）,竺可桢学院,30
20201857,基础医学（强基计划）,竺可桢学院,30
20202604,工程力学（强基计划）,竺可桢学院,30
20203001,工科试验班（竺可桢学院交叉创新平台）,竺可桢学院,30
20203002,混合班,竺可桢学院,30
20203003,人文社科实验班,竺可桢学院,30
20203004,医学实验班（临床医学八年制）,竺可桢学院,30
20203005,应用生物科学（农学试验班）,竺可桢学院,30
20203006,社会科学试验班（公共管理英才班）,竺可桢学院,30
20203007,工科试验班（竺可桢学院图灵班）,竺可桢学院,30
20203008,社会科学试验班（竺可桢学院人文社科实验班、智能财务班）,竺可桢学院,30
20203025,工高班,竺可桢学院,30
20203026,创新与创业管理强化班,竺可桢学院,30
20203028,公共管理强化班,竺可桢学院,30
20203040,计算机科学与技术（图灵班）,竺可桢学院,30
20203041,信息安全（图灵班）,竺可桢学院,30
20203042,人工智能（图灵班）,竺可桢学院,30
20203055,心理学（求是科学班）,竺可桢学院,30
20203056,基础医学（求是科学班）,竺可桢学院,30
20203057,地质学（求是科学班）,竺可桢学院,30
20203058,汉语言文学（求是科学班）,竺可桢学院,30
20203073,数学与应用数学（求是科学班）,竺可桢学院,30
20203074,物理学（求是科学班）,竺可桢学院,30
20203075,化学（求是科学班）,竺可桢学院,30
20203076,生物科学（求是科学班）,竺可桢学院,30
20203091,能源与环境系统工程（智慧能源班）,竺可桢学院,30
20203092,机器人工程（竺可桢学院）,竺可桢学院,30
20203093,会计学（竺可桢学院智能财务班）,竺可桢学院,30
20207601,物理学（强基计划）,竺可桢学院,30
20207701,化学（强基计划）,竺可桢学院,30
20208201,数学与应用数学（强基计划）,竺可桢学院,30
20200401,人文科学试验班,求是学院,90
20200503,外国语言文学类,求是学院,90
20200601,理科试验班类,求是学院,90
20200705,理科试验班类（生命、环境、化学与地学）,求是学院,90
20200803,工科试验班（机械与材料）,求是学院,90
20200903,工科试验班（能源、化工与高分子）,求是学院,90
20201002,工科试验班（电气与自动化）,求是学院,90
20201103,工科试验班（信息）,求是学院,90
20201202,科技与创意设计试验班,求是学院,90
20201203,工科试验班（建筑与土木）,求是学院,90
20201301,应用生物科学类（生工食品）,求是学院,90
20201602,应用生物科学类（农学）,求是学院,90
20201802,医学试验班类,求是学院,90
20201807,医学试验班类（“5+3”一体化培养）,求是学院,90
20201904,药学类,求是学院,90
20202002,社会科学试验班,求是学院,90
20202512,新闻传播学类,求是学院,90
20202611,工科试验班（航空航天与过程装备）,求是学院,90
20205601,设计学类,求是学院,90
20206901,工科试验班（海洋）,求是学院,90
