major_id,major_name,college_name,college_id
20220420,古典文献学,文学院,41
20220421,汉语言文学,文学院,41
20220430,汉语言文学（强基计划）,文学院,41
20223058,汉语言文学（求是科学班）,文学院,41
20220461,历史学,历史学院,42
20220466,历史学（强基计划）,历史学院,42
20220467,历史学（拔尖班）,历史学院,42
20220411,哲学,哲学学院,43
20220412,哲学（强基计划）,哲学学院,43
20220413,哲学（拔尖班）,哲学学院,43
20220511,英语,外国语学院,38
20220515,翻译,外国语学院,38
20220522,国际组织与国际发展,外国语学院,38
20220531,德语,外国语学院,38
20220532,日语,外国语学院,38
20220533,法语,外国语学院,38
20220534,俄语,外国语学院,38
20220561,西班牙语,外国语学院,38
20220431,新闻学,传媒与国际文化学院,25
20222503,传播学,传媒与国际文化学院,25
20220440,艺术与科技,艺术与考古学院,56
20220447,中国画,艺术与考古学院,56
20220469,文物与博物馆学,艺术与考古学院,56
20225602,文物与博物馆学（第二学士学位）,艺术与考古学院,56
20220112,经济学,经济学院,01
20220114,经济学（拔尖班）,经济学院,01
20220115,经济学（国际学生）,经济学院,01
20220121,金融学,经济学院,01
20220122,金融学（试验班）,经济学院,01
20220125,金融学（国际学生）,经济学院,01
20220131,财政学,经济学院,01
20220141,国际经济与贸易,经济学院,01
20220144,国际经济与贸易（国际学生）,经济学院,01
20220210,法学（数字法治卓越班）,光华法学院,A0
20220211,法学,光华法学院,A0
20220213,法学（第二学士学位）,光华法学院,A0
20222003,社会科学试验班（数字法治卓越班）,光华法学院,A0
20220311,教育学,教育学院,03
20220321,体育教育,教育学院,03
20220323,运动训练,教育学院,03
20220327,运动训练（个性化）,教育学院,03
20220329,武术与民族传统体育,教育学院,03
20222004,社会科学试验班（智能财务荣誉项目班）,管理学院,20
20222030,会计学（智能财务班）,管理学院,20
20222031,工商管理,管理学院,20
20222033,会计学,管理学院,20
20222041,信息管理与信息系统,管理学院,20
20220221,政治学与行政学,公共管理学院,24
20220465,信息资源管理,公共管理学院,24
20220471,社会学,公共管理学院,24
20222011,农林经济管理,公共管理学院,24
20222401,行政管理,公共管理学院,24
20222402,行政管理(体育),公共管理学院,24
20222404,劳动与社会保障,公共管理学院,24
20222405,土地资源管理,公共管理学院,24
20223006,社会科学试验班（公共管理英才班）,公共管理学院,24
20222402,行政管理(体育),公共体育与艺术部,48
20225501,马克思主义理论,马克思主义学院,55
20220611,数学与应用数学,数学科学学院,82
20220612,信息与计算科学,数学科学学院,82
20220613,统计学,数学科学学院,82
20223073,数学与应用数学（求是科学班）,数学科学学院,82
20228201,数学与应用数学（强基计划）,数学科学学院,82
20220621,物理学,物理学院,32
20223074,物理学（求是科学班）,物理学院,32
20227601,物理学（强基计划）,物理学院,32
20220631,化学,化学系,77
20223075,化学（求是科学班）,化学系,77
20227701,化学（强基计划）,化学系,77
20220641,地质学,地球科学学院,83
20220643,大气科学,地球科学学院,83
20220648,地理信息科学,地球科学学院,83
20223057,地质学（求是科学班）,地球科学学院,83
20228301,地理信息科学（第二学士学位）,地球科学学院,83
20220651,心理学,心理与行为科学系,79
20223055,心理学（求是科学班）,心理与行为科学系,79
20220817,机械工程,机械工程学院,58
20225801,机械工程（卓越人才培养班）,机械工程学院,58
20220921,材料科学与工程,材料科学与工程学院,80
20228001,材料科学与工程（卓越人才培养班）,材料科学与工程学院,80
20220823,能源与环境系统工程,能源工程学院,59
20220911,过程装备与控制工程,能源工程学院,59
20223091,能源与环境系统工程（智慧能源班）,能源工程学院,59
20225901,车辆工程,能源工程学院,59
20225902,能源与环境系统工程（卓越人才培养班）,能源工程学院,59
20225903,过程装备与控制工程（卓越人才培养班）,能源工程学院,59
20221011,电气工程及其自动化,电气工程学院,10
20221015,电气工程及其自动化（卓越人才培养班）,电气工程学院,10
20221021,自动化（电气学院）,电气工程学院,10
20221031,电子信息工程（电气学院）,电气工程学院,10
20221035,电子信息工程（卓越人才培养班）,电气工程学院,10
20221221,建筑学,建筑工程学院,12
20221232,城乡规划,建筑工程学院,12
20221252,土木、水利与交通工程,建筑工程学院,12
20221253,土木、水利与交通工程（卓越人才培养班）,建筑工程学院,12
20220912,化学工程与工艺,化学工程与生物工程学院,81
20220914,生物工程,化学工程与生物工程学院,81
20228102,化学工程与工艺（卓越人才培养班）,化学工程与生物工程学院,81
20226911,海洋工程与技术,海洋学院,74
20226913,海洋科学,海洋学院,74
20227401,海洋贸易与港航物流,海洋学院,74
20220831,工程力学,航空航天学院,26
20222601,飞行器设计与工程,航空航天学院,26
20222602,飞行器设计与工程（卓越人才培养班）,航空航天学院,26
20222603,工程力学（卓越人才培养班）,航空航天学院,26
20222604,工程力学（强基计划）,航空航天学院,26
20222605,工程力学（拔尖班）,航空航天学院,26
20220932,高分子材料与工程,高分子科学与工程学系,65
20226501,高分子材料与工程（卓越人才培养班）,高分子科学与工程学系,65
20226601,光电信息科学与工程,光电科学与工程学院,84
20228401,光电信息科学与工程（第二学士学位）,光电科学与工程学院,84
20221100,信息工程,信息与电子工程学院,85
20221133,电子科学与技术,信息与电子工程学院,85
20228511,微电子科学与工程,信息与电子工程学院,85
20228601,自动化（控制）,控制科学与工程学院,86
20228602,机器人工程,控制科学与工程学院,86
20222111,工业设计,计算机科学与技术学院,21
20222112,计算机科学与技术,计算机科学与技术学院,21
20222116,信息安全,计算机科学与技术学院,21
20222117,人工智能,计算机科学与技术学院,21
20222133,AI + X,计算机科学与技术学院,21
20222211,软件工程,计算机科学与技术学院,21
20223007,工科试验班（竺可桢学院图灵班）,计算机科学与技术学院,21
20223040,计算机科学与技术（图灵班）,计算机科学与技术学院,21
20223041,信息安全（图灵班）,计算机科学与技术学院,21
20223042,人工智能（图灵班）,计算机科学与技术学院,21
20221511,生物医学工程,生物医学工程与仪器科学学院,15
20221512,生物医学工程（第二学士学位）,生物医学工程与仪器科学学院,15
20220713,生物科学,生命科学学院,07
20220715,生物科学（强基计划）,生命科学学院,07
20220724,生态学,生命科学学院,07
20220726,生态学（强基计划）,生命科学学院,07
20220727,生态学（第二学士学位）,生命科学学院,07
20223076,生物科学（求是科学班）,生命科学学院,07
20221321,食品科学与工程,生物系统工程与食品科学学院,13
20221323,农业工程,生物系统工程与食品科学学院,13
20221324,农业工程（第二学士学位）,生物系统工程与食品科学学院,13
20221329,食品科学与工程（第二学士学位）,生物系统工程与食品科学学院,13
20221411,环境科学,环境与资源学院,14
20221421,环境工程,环境与资源学院,14
20221432,农业资源与环境,环境与资源学院,14
20221611,农学,农业与生物技术学院,16
20221622,园林,农业与生物技术学院,16
20221623,园艺,农业与生物技术学院,16
20221631,植物保护,农业与生物技术学院,16
20221641,茶学,农业与生物技术学院,16
20223005,应用生物科学（农学试验班）,农业与生物技术学院,16
20221721,动物科学,动物科学学院,17
20221732,动物医学（五年制）,动物科学学院,17
