major_id,major_name,college_name,college_id
20221805,临床医学,医学院,18
20221808,临床医学（5+3）,医学院,18
20221810,临床医学（儿科方向）（5+3）,医学院,18
20221841,口腔医学,医学院,18
20221842,口腔医学（5+3）,医学院,18
20221856,生物医学（八年制特选）,医学院,18
20221857,基础医学（强基计划）,医学院,18
20221858,临床医学（国际学生）,医学院,18
20221861,预防医学,医学院,18
20223004,医学实验班（临床医学八年制）,医学院,18
20223056,基础医学（求是科学班）,医学院,18
20221901,药学,药学院,19
20221905,药学（拔尖班）,药学院,19
20222312,汉语言（国际学生）,国际教育学院,23
20220412,哲学（强基计划）,竺可桢学院,30
20220430,汉语言文学（强基计划）,竺可桢学院,30
20220466,历史学（强基计划）,竺可桢学院,30
20220715,生物科学（强基计划）,竺可桢学院,30
20220726,生态学（强基计划）,竺可桢学院,30
20221857,基础医学（强基计划）,竺可桢学院,30
20222604,工程力学（强基计划）,竺可桢学院,30
20223002,混合班,竺可桢学院,30
20223003,人文社科实验班,竺可桢学院,30
20223004,医学实验班（临床医学八年制）,竺可桢学院,30
20223005,应用生物科学（农学试验班）,竺可桢学院,30
20223007,工科试验班（竺可桢学院图灵班）,竺可桢学院,30
20223025,工高班,竺可桢学院,30
20223026,创新与创业管理强化班,竺可桢学院,30
20223028,公共管理强化班,竺可桢学院,30
20223040,计算机科学与技术（图灵班）,竺可桢学院,30
20223041,信息安全（图灵班）,竺可桢学院,30
20223042,人工智能（图灵班）,竺可桢学院,30
20223055,心理学（求是科学班）,竺可桢学院,30
20223056,基础医学（求是科学班）,竺可桢学院,30
20223057,地质学（求是科学班）,竺可桢学院,30
20223058,汉语言文学（求是科学班）,竺可桢学院,30
20223073,数学与应用数学（求是科学班）,竺可桢学院,30
20223074,物理学（求是科学班）,竺可桢学院,30
20223075,化学（求是科学班）,竺可桢学院,30
20223076,生物科学（求是科学班）,竺可桢学院,30
20227601,物理学（强基计划）,竺可桢学院,30
20227701,化学（强基计划）,竺可桢学院,30
20228201,数学与应用数学（强基计划）,竺可桢学院,30
20220401,人文科学试验班,求是学院,90
20220503,外国语言文学类,求是学院,90
20220505,外国语言文学类（小语种）,求是学院,90
20220601,理科试验班类,求是学院,90
20220705,理科试验班类（生命、环境、化学与地学）,求是学院,90
20220904,工科试验班（材料、化工与高分子）,求是学院,90
20221102,工科试验班,求是学院,90
20221103,工科试验班（信息）,求是学院,90
20221203,工科试验班（建筑与土木）,求是学院,90
20221302,应用生物科学（生工食品）,求是学院,90
20221603,应用生物科学（农学）,求是学院,90
20221802,医学试验班类,求是学院,90
20221807,医学试验班类（“5+3”一体化培养）,求是学院,90
20221904,药学类,求是学院,90
20222002,社会科学试验班,求是学院,90
20222512,新闻传播学类,求是学院,90
20226901,工科试验班（海洋）,求是学院,90
